Event ID#,Year,Month,Day,State,City,Group,Unaffiliated Individual,Claim,Successful,Suicide,Type,Target,Weapon,Casualties,Property Damage,Kidnapping,Ransom Demand,Dominant Ideology
197102160004,1971,2,16,Puerto Rico,San Juan,Puerto Rican Nationalists,0,0,0,0,Facility/Infrastructure Attack,Business,Incendiary,0,0,0,0,Ethnonationalist-Separatist
197102160005,1971,2,16,Puerto Rico,Rio Piedras,Puerto Rican Nationalists,0,0,0,0,Facility/Infrastructure Attack,Business,Incendiary,0,0,0,0,Ethnonationalist-Separatist
197102200003,1971,2,20,Florida,Miami,Black Afro Militant Movement,0,0,1,0,Armed Assault,Police,Firearms,1,0,0,0,Extreme Left Wing
197102220001,1971,2,22,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197102260002,1971,2,26,Hawaii,Honolulu,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,1,0,0,Extreme Left Wing
197102270002,1971,2,27,Puerto Rico,Rio Piedras,Puerto Rican Nationalists,0,0,0,0,Bombing/Explosion,Government (General),Explosives,0,0,0,0,Ethnonationalist-Separatist
197103010002,1971,3,1,California,Vernon,Chicano Liberation Front,0,0,0,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197103010003,1971,3,1,District of Columbia,Washington,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Extreme Left Wing
197103010004,1971,3,1,New York,New York City,Puerto Rican Resistance Movement,0,0,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Ethnonationalist-Separatist
197103050001,1971,3,5,Hawaii,Honolulu,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Left Wing
197103110001,1971,3,11,Texas,Houston,Ku Klux Klan,0,0,1,0,Bombing/Explosion,Private Citizens & Property,Explosives,0,1,0,0,Extreme Right Wing
197103120001,1971,3,12,Oregon,Portland,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Police,Explosives,0,1,0,0,Extreme Left Wing
197103150003,1971,3,15,California,San Mateo,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Government (General),Incendiary,0,0,0,0,Extreme Left Wing
197103160001,1971,3,16,California,San Francisco,"Weather Underground, Weathermen",0,0,0,0,Bombing/Explosion,Government (General),Explosives,0,0,0,0,Extreme Left Wing
197103170001,1971,3,17,New York,Ithaca,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,1,0,0,Extreme Left Wing
197103180002,1971,3,18,Florida,Jacksonville,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Military,Explosives,0,0,0,0,Extreme Left Wing
197103190002,1971,3,19,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197103210001,1971,3,21,Massachusetts,Medford,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Left Wing
197103230001,1971,3,23,California,Mill Valley,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197103230002,1971,3,23,Michigan,Detroit,Student Radicals,0,0,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Extreme Left Wing
197103230003,1971,3,23,California,Thousand Oaks,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197103300002,1971,3,30,California,San Francisco,Black Liberation Army,0,0,0,0,Bombing/Explosion,Police,Explosives,0,1,0,0,Extreme Left Wing
197103300003,1971,3,30,New York,New York City,Secret Cuban Government,0,0,1,0,Bombing/Explosion,Private Citizens & Property,Explosives,0,1,0,0,Single Issue
197103300006,1971,3,30,New York,New York City,Jewish Defense League (JDL),0,1,1,0,Bombing/Explosion,Private Citizens & Property,Explosives,0,1,0,0,Ethnonationalist-Separatist
197103310001,1971,3,31,Colorado,Denver,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,0,0,0,Extreme Left Wing
197104020003,1971,4,2,California,Riverside,Black Nationalists,0,0,1,0,Armed Assault,Police,Firearms,1,1,0,0,Extreme Left Wing
197104030003,1971,4,3,Michigan,Ypsilanti,Ku Klux Klan,0,0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1,0,1,0,Extreme Right Wing
197104030004,1971,4,3,Georgia,Sylvester,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Government (General),Incendiary,0,1,0,0,Extreme Left Wing
197104050001,1971,4,5,California,Ben Lomond,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197104080001,1971,4,8,California,Fresno,Chicano Liberation Front,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Ethnonationalist-Separatist
197104120001,1971,4,12,New York,New York City,Black Revolutionary Assault Team,0,0,1,0,Bombing/Explosion,Government (Diplomatic),Explosives,0,1,0,0,Ethnonationalist-Separatist
197104140001,1971,4,14,California,Palo Alto,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Left Wing
197104140002,1971,4,14,Puerto Rico,San Juan,Puerto Rican Nationalists,0,0,0,0,Bombing/Explosion,Business,Explosives,0,0,0,0,Ethnonationalist-Separatist
197104150001,1971,4,15,California,Los Angeles,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,0,0,0,Extreme Left Wing
197104170001,1971,4,17,New York,New York City,Black Panthers,0,0,1,0,Assassination,Violent Political Party,Firearms,1,0,0,0,Extreme Left Wing
197104190001,1971,4,19,New York,New York City,Black Panthers,0,0,0,0,Armed Assault,Police,Firearms,1,0,0,0,Extreme Left Wing
197104190004,1971,4,19,Puerto Rico,San Juan,Armed Commandos of Liberation,0,1,1,0,Bombing/Explosion,Business,Explosives,1,1,0,0,Ethnonationalist-Separatist
197104200001,1971,4,20,California,Fresno,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Military,Explosives,0,1,0,0,Extreme Left Wing
197104200002,1971,4,20,California,Berkeley,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197104200003,1971,4,20,Minnesota,Richfield,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Government (General),Incendiary,0,0,0,0,Extreme Left Wing
197104220001,1971,4,22,New York,New York City,Jewish Defense League (JDL),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197104230001,1971,4,23,California,Fresno,Chicano Liberation Front,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Ethnonationalist-Separatist
197104230003,1971,4,23,California,Los Gatos,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Government (General),Incendiary,0,1,0,0,Extreme Left Wing
197104230004,1971,4,23,California,Mill Valley,"Weather Underground, Weathermen",0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197104230005,1971,4,23,California,Palo Alto,Student Radicals,0,0,1,0,Armed Assault,Utilities,Firearms,0,1,0,0,Extreme Left Wing
197104240001,1971,4,24,Ohio,Youngstown,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Military,Explosives,0,0,0,0,Extreme Left Wing
197104250001,1971,4,25,California,Claremont,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,1,0,0,Extreme Left Wing
197104250002,1971,4,25,California,Claremont,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Left Wing
197104260001,1971,4,26,California,Claremont,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,0,0,0,Extreme Left Wing
197104270001,1971,4,27,California,Mill Valley,Left-wing extremists,1,0,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Extreme Left Wing
197104270002,1971,4,27,California,Los Angeles,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197104280001,1971,4,28,California,Oakland,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197104280002,1971,4,28,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197104290002,1971,4,29,California,Montebello,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197104290003,1971,4,29,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197104290004,1971,4,29,California,Los Gatos,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197104290005,1971,4,29,California,Berkeley,Left-Wing Militants,0,0,1,0,Assassination,Military,Melee,1,0,0,0,Extreme Left Wing
197104300001,1971,4,30,California,San Jose,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,1,0,0,Extreme Left Wing
197104300002,1971,4,30,Massachusetts,Braintree,Left-Wing Militants,0,0,0,0,Bombing/Explosion,Government (General),Explosives,0,0,0,0,Extreme Left Wing
197105010001,1971,5,1,California,Santa Cruz,People's Revolutionary Party,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197105040003,1971,5,4,California,Chico,Left-Wing Militants,0,0,0,0,Facility/Infrastructure Attack,Military,Incendiary,0,0,0,0,Extreme Left Wing
197105040004,1971,5,4,California,Fresno,Chicano Radicals,0,0,1,0,Bombing/Explosion,Telecommunication,Explosives,0,1,0,0,Ethnonationalist-Separatist
197105040005,1971,5,4,California,San Bruno,Left-Wing Militants,0,0,0,0,Facility/Infrastructure Attack,Business,Incendiary,0,0,0,0,Extreme Left Wing
197105050004,1971,5,5,California,Chico,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197105050005,1971,5,5,Arizona,Tempe,Left-Wing Militants,0,0,0,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,0,0,0,Extreme Left Wing
197105050006,1971,5,5,Kansas,Kansas City,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,0,0,0,Extreme Left Wing
197105050007,1971,5,5,California,Riverside,Student Radicals,0,0,0,0,Bombing/Explosion,Educational Institution,Explosives,0,0,0,0,Extreme Left Wing
197105060003,1971,5,6,California,Cupertino,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Utilities,Explosives,0,1,0,0,Extreme Left Wing
197105060004,1971,5,6,California,East Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Utilities,Explosives,0,1,0,0,Ethnonationalist-Separatist
197105060005,1971,5,6,California,Burlingame,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,0,0,0,Extreme Left Wing
197105060006,1971,5,6,Nevada,Hawthorne,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Military,Explosives,1,1,0,0,Extreme Left Wing
197105070001,1971,5,7,Iowa,Iowa City,Students for a Democratic Society,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Extreme Left Wing
197105080003,1971,5,8,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Ethnonationalist-Separatist
197105090003,1971,5,9,California,Altadena,Chicano Liberation Front,0,1,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197105110003,1971,5,11,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197105110004,1971,5,11,California,Los Angeles,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197105110005,1971,5,11,Maryland,Baltimore,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Military,Chemical,0,1,0,0,Extreme Left Wing
197105120002,1971,5,12,Florida,West Palm Beach,Black Nationalists,0,0,1,0,Bombing/Explosion,Private Citizens & Property,Explosives,0,1,0,0,Extreme Left Wing
197105130001,1971,5,13,Illinois,Chicago,Black Panthers,0,0,0,0,Armed Assault,Police,Firearms,1,0,0,0,Extreme Left Wing
197105190001,1971,5,19,New York,New York City,Black Liberation Army,0,1,1,0,Armed Assault,Police,Firearms,1,1,0,0,Extreme Left Wing
197105210001,1971,5,21,New York,New York City,Black Liberation Army,0,0,1,0,Assassination,Police,Firearms,1,0,0,0,Extreme Left Wing
197105210002,1971,5,21,California,San Bruno,Left-Wing Militants,0,0,0,0,Facility/Infrastructure Attack,Journalists & Media,Incendiary,0,0,0,0,Extreme Left Wing
197105280001,1971,5,28,Illinois,Bedford Park,Black Nationalists,0,0,0,0,Bombing/Explosion,Police,Explosives,0,0,0,0,Extreme Left Wing
197105290002,1971,5,29,Illinois,Cairo,Black Nationalists,0,0,1,0,Armed Assault,Police,Firearms,1,1,0,0,Extreme Left Wing
197106050002,1971,6,5,New York,New York City,Black Liberation Army,0,0,1,0,Armed Assault,Business,Firearms,1,1,0,0,Extreme Left Wing
197106110002,1971,6,11,California,Los Angeles,Chicano Radicals,0,0,1,0,Bombing/Explosion,Journalists & Media,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106110003,1971,6,11,California,Pasadena,Chicano Radicals,0,0,1,0,Bombing/Explosion,Journalists & Media,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106130002,1971,6,13,California,Los Angeles,Chicano Radicals,0,0,1,0,Bombing/Explosion,Journalists & Media,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106150001,1971,6,15,California,East Los Angeles,Chicano Radicals,0,0,1,0,Bombing/Explosion,Government (Diplomatic),Explosives,0,0,0,0,Ethnonationalist-Separatist
197106160001,1971,6,16,California,Santa Cruz,Chicano Radicals,0,0,0,0,Bombing/Explosion,Government (General),Explosives,0,0,0,0,Ethnonationalist-Separatist
197106170001,1971,6,17,California,Los Angeles,Chicano Radicals,0,0,1,0,Bombing/Explosion,Journalists & Media,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106180002,1971,6,18,New York,New York City,Black Liberation Army,0,0,1,0,Armed Assault,Business,Firearms,0,1,0,0,Extreme Left Wing
197106220001,1971,6,22,New York,Glen Cove,Jewish Defense League (JDL),0,0,0,0,Bombing/Explosion,Government (Diplomatic),Explosives,0,1,0,0,Ethnonationalist-Separatist
197106220002,1971,6,22,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106220003,1971,6,22,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106240002,1971,6,24,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Ethnonationalist-Separatist
197106250001,1971,6,25,New York,Freeport,Left-Wing Militants,0,0,0,0,Facility/Infrastructure Attack,Government (General),Incendiary,0,0,0,0,Extreme Left Wing
197107000002,1971,7,0,New York,New York City,Secret Cuban Government,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Single Issue
197107010001,1971,7,1,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Military,Explosives,0,1,0,0,Ethnonationalist-Separatist
197107060001,1971,7,6,California,Montebello,Chicano Liberation Front,0,1,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197107080001,1971,7,8,California,Los Angeles,Chicano Liberation Front,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197107080002,1971,7,8,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Ethnonationalist-Separatist
197107090001,1971,7,9,Rhode Island,Providence,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Extreme Left Wing
197107090002,1971,7,9,California,San Diego,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,0,0,0,Extreme Left Wing
197107180003,1971,7,18,California,Los Angeles,Chicano Liberation Front,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197107210001,1971,7,21,California,San Francisco,Black Liberation Army,0,0,1,0,Hostage Taking (Barricade Incident),Business,Firearms,0,1,0,0,Extreme Left Wing
197107240001,1971,7,24,California,Santa Cruz,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Military,Explosives,0,1,0,0,Extreme Left Wing
197107250001,1971,7,25,New York,New York City,Jewish Defense League (JDL),0,0,1,0,Armed Assault,Government (Diplomatic),Incendiary,0,1,0,0,Ethnonationalist-Separatist
197107280002,1971,7,28,California,Ben Lomond,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197107300001,1971,7,30,California,Beverly Hills,Jewish Defense League (JDL),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108110001,1971,8,11,New York,New York City,Jewish Defense League (JDL),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108150001,1971,8,15,Georgia,Fayetteville,Black Liberation Army,0,0,1,0,Unknown,Police,Unknown,1,0,0,0,Extreme Left Wing
197108150004,1971,8,15,Georgia,Atlanta,Black Liberation Army,0,0,1,0,Armed Assault,Business,Firearms,1,1,0,0,Extreme Left Wing
197108220001,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220002,1971,8,22,New Jersey,Hoboken,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108220003,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220004,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220005,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220006,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220007,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220008,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220009,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108220010,1971,8,22,New York,New York City,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108230001,1971,8,23,New Jersey,Hoboken,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108230002,1971,8,23,New Jersey,Hoboken,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108230003,1971,8,23,New Jersey,Hoboken,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108230004,1971,8,23,New Jersey,Hoboken,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108230005,1971,8,23,New Jersey,Hoboken,Armed Revolutionary Independence Movement (MIRA),0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108230006,1971,8,23,New York,New York City,White supremacists/nationalists,0,0,0,0,Bombing/Explosion,Educational Institution,Explosives,0,0,0,0,Extreme Right Wing
197108230007,1971,8,23,New York,New York City,Black Liberation Army,0,0,1,0,Armed Assault,Business,Firearms,0,1,0,0,Extreme Left Wing
197108270001,1971,8,27,California,Los Angeles,Chicano Liberation Front,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197108280001,1971,8,28,California,San Francisco,Black Liberation Army,0,0,0,0,Armed Assault,Police,Firearms,1,0,0,0,Extreme Left Wing
197108280003,1971,8,28,California,San Francisco,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Police,Explosives,0,0,0,0,Extreme Left Wing
197108280004,1971,8,28,California,Sacramento,"Weather Underground, Weathermen",0,1,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Extreme Left Wing
197108280005,1971,8,28,California,San Mateo,Black Nationalists,0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Extreme Left Wing
197108290001,1971,8,29,California,San Francisco,Black Liberation Army,0,0,1,0,Armed Assault,Police,Firearms,1,0,0,0,Extreme Left Wing
197108290002,1971,8,29,California,Vernon,Chicano Liberation Front,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197108290003,1971,8,29,California,San Francisco,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197108300002,1971,8,30,Michigan,Pontiac,Ku Klux Klan,0,0,1,0,Bombing/Explosion,Transportation,Explosives,0,1,0,0,Extreme Right Wing
197109010001,1971,9,1,Georgia,Columbus,White supremacists/nationalists,0,0,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Extreme Right Wing
197109020001,1971,9,2,North Carolina,Kannapolis,White supremacists/nationalists,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Right Wing
197109020002,1971,9,2,North Carolina,Fayetteville,Left-Wing Militants,0,0,0,0,Bombing/Explosion,Military,Explosives,0,0,0,0,Extreme Left Wing
197109070001,1971,9,7,California,San Francisco,Left-Wing Militants,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197109170001,1971,9,17,New York,Albany,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Government (General),Explosives,0,1,0,0,Extreme Left Wing
197109180002,1971,9,18,New Jersey,Plainfield,Black Nationalists,0,0,1,0,Armed Assault,Police,Firearms,1,0,0,0,Extreme Left Wing
197109200002,1971,9,20,New York,New York City,Black Revolutionary Assault Team,0,0,0,0,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,0,0,0,0,Ethnonationalist-Separatist
197109200003,1971,9,20,New York,New York City,Black Revolutionary Assault Team,0,0,1,0,Bombing/Explosion,Government (Diplomatic),Explosives,0,1,0,0,Ethnonationalist-Separatist
197109240001,1971,9,24,New York,New York City,"Weather Underground, Weathermen",0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197109240002,1971,9,24,California,Los Angeles,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197109240003,1971,9,24,Oregon,Portland,Quartermoon Society,0,0,1,0,Bombing/Explosion,Military,Explosives,0,1,0,0,Extreme Left Wing
197109240004,1971,9,24,Michigan,Detroit,Black Liberation Army,0,1,0,0,Hijacking,Airports & Aircraft,Explosives,0,0,0,0,Extreme Left Wing
197110030002,1971,10,3,Florida,Tampa,Student Radicals,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,0,0,0,Extreme Left Wing
197110070002,1971,10,7,Georgia,Atlanta,Black Liberation Army,0,0,1,0,Armed Assault,Business,Firearms,0,1,0,0,Extreme Left Wing
197110110002,1971,10,11,California,Santa Cruz,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197110140001,1971,10,14,California,San Francisco,Iranian extremists,0,0,1,0,Bombing/Explosion,Government (Diplomatic),Explosives,0,1,0,0,Religious
197110150001,1971,10,15,Massachusetts,Boston,"Weather Underground, Weathermen",0,0,1,0,Bombing/Explosion,Educational Institution,Explosives,0,1,0,0,Extreme Left Wing
197110180001,1971,10,18,California,Los Angeles,Jewish Defense League (JDL),0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197110200002,1971,10,20,New York,New York City,Jewish Defense League (JDL),0,0,1,0,Armed Assault,Government (Diplomatic),Firearms,0,1,0,0,Ethnonationalist-Separatist
197110310001,1971,10,31,New York,Nassau county,Students for a Democratic Society,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Left Wing
197111020002,1971,11,2,California,Los Angeles,"Weather Underground, Weathermen",0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Extreme Left Wing
197111030001,1971,11,3,Georgia,Atlanta,Black Liberation Army,0,0,1,0,Assassination,Police,Firearms,1,0,0,0,Extreme Left Wing
197111100002,1971,11,10,New York,New York City,Left-Wing Militants,0,0,0,0,Bombing/Explosion,Military,Explosives,0,0,0,0,Extreme Left Wing
197111120002,1971,11,12,Oklahoma,Norman,White supremacists/nationalists,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,0,1,0,0,Extreme Right Wing
197111150001,1971,11,15,Massachusetts,Cambridge,Sons of Liberty,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Extreme Left Wing
197111170002,1971,11,17,Oklahoma,Norman,White supremacists/nationalists,0,0,1,0,Armed Assault,Educational Institution,Firearms,0,1,0,0,Extreme Right Wing
197111170003,1971,11,17,Oklahoma,Norman,White supremacists/nationalists,0,0,1,0,Facility/Infrastructure Attack,Educational Institution,Incendiary,1,1,0,0,Extreme Right Wing
197111170004,1971,11,17,Idaho,Boise,Left-Wing Militants,0,0,1,0,Bombing/Explosion,Military,Explosives,0,0,0,0,Extreme Left Wing
197111220001,1971,11,22,New Jersey,Camden,Puerto Rican Liberation Front,0,0,1,0,Facility/Infrastructure Attack,Business,Incendiary,0,1,0,0,Ethnonationalist-Separatist
197111300002,1971,11,30,Ohio,Akron,Left-Wing Militants,0,0,1,0,Facility/Infrastructure Attack,Military,Incendiary,0,0,0,0,Extreme Left Wing
197112050001,1971,12,5,New York,New York City,Jewish Armed Resistance,0,0,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197112060002,1971,12,6,Minnesota,Shakopee,Jewish Armed Resistance,0,1,1,0,Bombing/Explosion,Business,Explosives,0,1,0,0,Ethnonationalist-Separatist
197112150003,1971,12,15,Massachusetts,Cambridge,Sons of Liberty,0,1,0,0,Bombing/Explosion,Business,Explosives,0,0,0,0,Extreme Left Wing
