Event ID#,Year,Month,Day,State,City,LAT,LONG,Summary,Successful,Suicide,Attack Type,Attack Type Text,Target Type,Target Type Text,Target,ORGNAME,Motive,Unaffiliated Individual,Claim,Weapon Type,Weapon Type Text,Weapon Sub-Type,Weapon Sub-Type Text, Number Killed,Number Wounded,Number Attackers Killed,Number Atackers Wounded,Property Damage,Property Damage Extent,Damage Extent Text,Kidnapping,Number Hostages,Ransom Demand,Hostage/Kidnapping Outcome
197601210002,1976,1,21,California,Sacramento,38.546887,-121.508201,"01/21/1976: In Sacramento, California, United States, Jewish temple B'nai Israel was the target of an attempted bombing by unknown perpetrator(s). No warning was given.",0,0,3,Bombing/Explosion,15,Religious Figures/Institutions,synagogue,Unknown,Unknown,0,0,6,Explosives,16,Unknown Explosive Type,0,0,0,0,0,,,,,,
197601230001,1976,1,23,Washington,Tukwila,47.462201,-122.254239,,0,0,2,Armed Assault,1,Business,Pacific National Bank,George Jackson Brigade,,0,,5,Firearms,3,Handgun,1,0,,,1,,,0,,0,
197601280002,1976,1,28,Arizona,Phoenix,33.44826,-112.075774,,0,0,3,Bombing/Explosion,2,Government (General),U.S. Public Health Service Building,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197601300003,1976,1,30,California,Santa Clara,37.355509,-121.954262,,1,0,3,Bombing/Explosion,1,Business,Safeway Store,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197602010001,1976,2,1,California,San Francisco,37.755363,-122.443352,,0,0,3,Bombing/Explosion,1,Business,"home,Owner  Gaitland Apartment",New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197602010002,1976,2,1,California,San Geronimo,38.014411,-122.66847,,0,0,3,Bombing/Explosion,21,Utilities,Pacific Gas & Electric Installation,New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197602010004,1976,2,1,California,San Francisco,37.755363,-122.443352,"02/01/1976: The New World Liberation (NWLF) Front bombed the car of a property landlord in San Francisco, California, United States, whose name appeared the next day on a letter, sent to the San Francisco Chronicle by NWLF members, with a list of slumlords and demands for dwellings to be brought up to standards with fire and safety codes. This occurred in conjunction with the attempted bombing of another slum landlord's home  on this same day (197602010001). There was damage to the car due to the blast, but no casualties resulted.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,car of a property landlord,New World Liberation Front (NWLF),"The specific motive is unknown; however, the New World Liberation Front (NWLF) sent a letter the next day to the San Francisco Chronicle with a list of slumlords and demands for bringing dwellings up to fire and safety code regulations.",0,0,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197602040002,1976,2,4,California,Keyes,37.55765,-120.913774,"02/04/1976: An arson, set by unknown perpetrator(s), destroyed the home of a black contractor in Keyes, California, in the United States. His residence was one of only two black families in the town of 1,500 people, and several previous attempts at persuading the family to leave town had been unsuccessful. It is unknown whether any injuries or fatalities resulted from the arson.",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,residence of black family,White supremacists/nationalists,"The specific motive is unknown; but it appears that it was racially driven, but also to send a message to other black families in the area.",0,0,8,Incendiary,18,Arson/Fire,,,,,1,3,Minor (likely < $1 million),,,,
197602120002,1976,2,12,California,San Simeon,35.612751,-121.143967,,1,0,3,Bombing/Explosion,1,Business,Hearst Guesthouse,New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197602130001,1976,2,13,California,San Mateo,37.54703,-122.314834,,0,0,3,Bombing/Explosion,21,Utilities,Pacific Gas & Electric Utility tower,New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,1,,,1,,,0,,0,
197602210004,1976,2,21,California,San Francisco,37.755363,-122.443352,,1,0,7,Facility/Infrastructure Attack,21,Utilities,11 power poles of Pacific Gas & Electric,New World Liberation Front (NWLF),,0,,9,Melee,23,Knife or Other Sharp Object,0,0,,,1,,,0,,0,
197602270004,1976,2,27,New York,New York City,40.697132,-73.931351,,1,0,2,Armed Assault,14,Private Citizens & Property,Soviet Residential Complex,Jewish Defense League (JDL),,0,,5,Firearms,4,Rifle/Shotgun (non-automatic),0,0,,,1,3,Minor (likely < $1 million),0,,0,
197603050001,1976,3,5,California,Palo Alto,37.424305,-122.143913,,1,0,3,Bombing/Explosion,1,Business,Hewlett- Packard Lab,Red Guerilla Family,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197603050002,1976,3,5,California,San Francisco,37.755363,-122.443352,,1,0,3,Bombing/Explosion,2,Government (General),San Fransisco Housing Auth. Maint. Building,New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197603050003,1976,3,5,California,Palo Alto,37.424305,-122.143913,,1,0,3,Bombing/Explosion,8,Educational Institution,Stanford University Research Facility,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197603080002,1976,3,8,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Aeroflot,Jewish Armed Resistance,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197603080003,1976,3,8,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Czechoslovak Airlines,Jewish Armed Resistance,,0,,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,,,0,,0,
197603080005,1976,3,8,Kentucky,Louisville,38.25486,-85.766404,"03/08/1976: Unknown perpetrator(s) exploded dynamite in front of the home of Alfis Coleman, the only black man in a white neighborhood in Louisville, Kentucky, United States. There were no casualties, but the explosion broke the windows in the front of the home. Coleman's family was also the target of several incidents since the schools in surrounding counties were desegregated in September 1975, including getting rocks thrown through the windows of his home as well as shots fired into the house, prior to this incident.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,residence of black man and his family,White supremacists/nationalists,"The specific motive is unknown; however, Coleman was also the target of several other incidents since the schools in surrounding counties were desegregated in September 1975, in attempts to persuade his family to leave the area.",0,0,6,Explosives,28,Dynamite/TNT,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197603110002,1976,3,11,California,Redding,40.587515,-122.392934,"03/11/1976: The Hearst family retreat, a 39,000-acre estate at Wyntoon in Redding, California, United States, is bombed. The bombing, claimed by the New World Liberation Front (NWLF), caused boards in the foundation of the home to crack. It is unknown if any casualties occurred in this incident.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Hearst family retreat,New World Liberation Front (NWLF),Unknown,0,1,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197603250001,1976,3,25,New York,New York City,40.697132,-73.931351,,0,0,3,Bombing/Explosion,1,Business,Amtore trading corp,Jewish Armed Resistance,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197603310003,1976,3,31,Florida,Miami,25.774591,-80.214195,,1,0,3,Bombing/Explosion,1,Business,Seacot Hotel,Unknown,,0,,6,Explosives,28,Dynamite/TNT,,,,,1,,,0,,0,
197604020002,1976,4,2,New York,New York City,40.697132,-73.931351,,1,0,2,Armed Assault,7,Government (Diplomatic),Soviet Mission to U.N.,Jewish Defense League (JDL),,0,,5,Firearms,3,Handgun,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197604030004,1976,4,3,Florida,Coral Gables,25.721293,-80.268664,,1,0,3,Bombing/Explosion,8,Educational Institution,"U of Miami, student union and police car",Cuban extremists,,1,,6,Explosives,28,Dynamite/TNT,,,,,1,,,0,,0,
197604050001,1976,4,5,Florida,Unknown,27.664827,-81.515754,,1,0,2,Armed Assault,11,Maritime,Cuban Fishing Vessel,Unknown,,0,,5,Firearms,2,Automatic or Semi-Automatic Rifle,1,0,,,1,3,Minor (likely < $1 million),0,,0,
197604050002,1976,4,5,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Front door of cuban mission to UN,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,,,0,,0,
197604140003,1976,4,14,California,San Francisco,37.755363,-122.443352,,1,0,3,Bombing/Explosion,1,Business,Corporate offices,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197604140004,1976,4,14,Florida,Miami,25.774591,-80.214195,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Bay of Pigs Monument Bombed in Miami,Unknown,,0,,6,Explosives,7,Grenade,,,,,1,,,0,,0,
197604220004,1976,4,22,Massachusetts,Boston,42.358635,-71.056699,,1,0,3,Bombing/Explosion,2,Government (General),Suffolk County Courthouse,United Freedom Front (UFF),,0,,6,Explosives,16,Unknown Explosive Type,0,22,,,1,2,Major (likely >= $1 million but < $1 billion),0,,0,
197604260003,1976,4,26,California,Beverly Hills,34.081074,-118.394081,"04/26/1976: A bomb exploded at Beverly Hills High School in Beverly Hills, California, United States, where Southern California Turkish folk dance group, Fotem, was scheduled to perform. No casualties and only minor damage resulted from the blast. Unknown Armenian nationalists are suspected to be responsible for the incident, which caused  several performance cancellations. The incident coincided with demonstrations by protesting Armenians and Armenian sympathizers against U.S. Aid to Turkey.",1,0,3,Bombing/Explosion,8,Educational Institution,"Beverly Hills High School in Beverly Hills, California",Armenian Group,A Turkish dance group was scheduled to perform and Armenians were protesting U.S. aid to Turkey,0,0,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197604300002,1976,4,30,Florida,Miami,25.774591,-80.214195,,1,0,3,Bombing/Explosion,10,Journalists & Media,Radio Commentator Emilio Milian,Unknown,,0,,6,Explosives,15,Vehicle,0,1,,,1,,,0,,0,
197605020007,1976,5,2,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,2,Government (General),Communist Party HQ,Jewish Armed Resistance,,0,,6,Explosives,31,Pipe Bomb,0,0,,,1,,,0,,0,
197605020008,1976,5,2,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),,Unknown,,0,,6,Explosives,31,Pipe Bomb,0,0,,,1,,,0,,0,
197605020009,1976,5,2,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,"Four Continents Book Store, Soviet Outlet",Jewish Armed Resistance,,0,,6,Explosives,31,Pipe Bomb,0,0,,,1,,,0,,0,
197605020010,1976,5,2,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,Bank,Jewish Armed Resistance,,0,,6,Explosives,31,Pipe Bomb,0,0,,,1,,,0,,0,
197605070002,1976,5,7,Florida,Miami,25.774591,-80.214195,,1,0,3,Bombing/Explosion,1,Business,Adult Bookstore,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,,,,,1,,,0,,0,
197605120006,1976,5,11,Maine,Augusta,44.310519,-69.779646,,1,0,3,Bombing/Explosion,1,Business,Utility Company,Fred Hampton Unit of the People's Forces,,0,,6,Explosives,16,Unknown Explosive Type,,,0,0,1,,,0,,0,
197605130002,1976,5,13,Maryland,Hyattsville,38.95259,-76.942074,"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States. Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings. It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130003).",1,0,2,Armed Assault,7,Government (Diplomatic),apartment of Soviet embassy official,Jewish Defense League (JDL),Unknown,0,0,5,Firearms,5,Unknown Gun Type,0,,0,,1,3,Minor (likely < $1 million),,,,
197605130003,1976,5,13,Maryland,Hyattsville,38.95259,-76.942074,"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States. Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings. It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130002).",1,0,2,Armed Assault,7,Government (Diplomatic),apartment of Soviet embassy official,Jewish Defense League (JDL),Unknown,0,0,5,Firearms,5,Unknown Gun Type,0,,0,,1,3,Minor (likely < $1 million),,,,
197605140008,1976,5,14,California,San Francisco,37.755363,-122.443352,"05/14/1976: The Larkspur branch of the Bayview Federal Savings Corporation is bombed in San Francisco, California, United States. The New World Liberation Front (NWLF) claims the attack through a phone call to the police. The explosion caused extensive damage to the bank as well as six buildings nearby. There were no casualties.",1,0,3,Bombing/Explosion,1,Business,bank,New World Liberation Front (NWLF),Unknown,0,1,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197605160003,1976,5,16,New York,New York City,40.697132,-73.931351,"5/16/1976: A group calling itself a secret anti-Castro Cuban army firebombed a Cuban social club in Manhattan, New York, United States. The firebomb ignited but it is unknown if the club sustained any damages.",1,0,7,Facility/Infrastructure Attack,1,Business,,Cuban Exiles,To protest Cuban institutions operating in the United States,0,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,0,0,-9,4,Unknown,0,,0,
197605160004,1976,5,16,New York,New York City,40.697132,-73.931351,"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the First National City Bank in Queens, New York, United States. There were no casualties and the bank sustained minor damages.",1,0,7,Facility/Infrastructure Attack,1,Business,"First National City Bank branch in Queens, New York",Save Our Israel Land,To protest the involvement of banks which participated in the Arab boycott of Israel.,0,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197605160005,1976,5,16,New York,New York City,40.697132,-73.931351,"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the Bankers Trust Company in Queens, New York, United States. There were no casualties and the bank sustained minor damages.",1,0,7,Facility/Infrastructure Attack,1,Business,"Bankers Trust Company branch in Queens, New York",Save Our Israel Land,To protest the involvement of banks which participated in the Arab boycott of Israel.,0,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197606010006,1976,6,1,New York,New York City,40.697132,-73.931351,"6/1/1976: An unknown Jewish militant group firebombed a branch of the Bankers Trust Company in Queens, New York, United States. There were no casualties but two windows were shattered.",1,0,7,Facility/Infrastructure Attack,1,Business,"Bankers Trust Company branch in Queens, New York",Jewish Extremists,To protest the involvement of banks which participated in the Arab boycott of Israel.,0,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197606060005,1976,6,6,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197606070002,1976,6,7,Illinois,Chicago,41.842602,-87.681229,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the First National Bank of Chicago in Chicago, Illinois, United States. The resulting explosion shattered windows, injuring five people.",1,0,3,Bombing/Explosion,1,Business,bank in Chicago,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,0,6,Explosives,14,Time Fuse,0,5,0,0,1,3,Minor (likely < $1 million),0,,0,
197606070004,1976,6,7,Illinois,Chicago,41.842602,-87.681229,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Police Headquarters in Chicago, Illinois, United States. There were no casualties and the explosion caused minor damage.",1,0,3,Bombing/Explosion,3,Police,Chicago Police Headquarters,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,0,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197606070005,1976,6,7,Illinois,Chicago,41.842602,-87.681229,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the John Hancock Building in Chicago, Illinois, United States. There were no casualties and the explosion caused minor damage.",1,0,3,Bombing/Explosion,1,Business,business in Chicago,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,0,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197606070006,1976,6,7,Illinois,Chicago,41.842602,-87.681229,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Bank Leumi Le Israel in Chicago, Illinois, United States. There were no casualties and the explosion caused minor damage.",1,0,3,Bombing/Explosion,1,Business,bank in Chicago,Fuerzas Armadas de Liberacion Nacional (FALN),To protest United States presence in Puerto Rico.,0,0,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197606090005,1976,6,9,District of Columbia,Washington,38.908642,-77.015381,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197606210004,1976,6,21,Massachusetts,Lowell,42.64589,-71.312844,,1,0,3,Bombing/Explosion,2,Government (General),,United Freedom Front (UFF),,0,,6,Explosives,16,Unknown Explosive Type,0,1,,,1,,,0,,0,
197606230004,1976,6,23,New York,New York City,40.697132,-73.931351,,1,0,2,Armed Assault,6,Airports & Aircraft,Pan Am vehicles,Jewish Defense League (JDL),,0,,8,Incendiary,,,0,0,,,1,,,0,,0,
197606240002,1976,6,24,District of Columbia,Washington,38.908642,-77.015381,,1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),South African Embassy,Unknown,,0,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,,,1,,,0,,0,
197606250010,1976,6,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,"First National City Bank, Bronx",Fuerzas Armadas de Liberacion Nacional (FALN),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197606250011,1976,6,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,Chase Manhatten Bank in Manhaten,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197606250012,1976,6,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,3,Police,"40th Precinct Stationhouse, N.Y.",Fuerzas Armadas de Liberacion Nacional (FALN),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197606250013,1976,6,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,Office Building,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,6,Explosives,28,Dynamite/TNT,0,0,,,1,,,0,,0,
197606250014,1976,6,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,Bank,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197606250015,1976,6,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,Pan AmericanBuilding,Jewish Defense League (JDL),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197607010001,1976,7,1,California,San Francisco,37.755363,-122.443352,,0,0,1,Assassination,7,Government (Diplomatic),"consul, San Francisco",New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,1,,,0,,,0,,0,
197607010002,1976,7,1,Massachusetts,Newburyport,42.811978,-70.872638,"07/01/1976: The Essex County Courthouse was bombed in Newburyport, Massachusetts, United States, by four men who were members of the Fred Hampton Unit of the People's Forces. The explosion occurred in the second-floor probation office and caused severe damage including a 10-foot hole in the floor, windows shattered and damage to the outside brick wall, but no casualties resulted from this incident. The bombing is linked to the an explosive attack on the Dorchester Army National Guard in Boston as well as the destruction of an airliner at Logan International Airport on the same day (197607020008, 197607020009) and also the bombing of a post office in Seabrook, New Hampshire (197607020007). In October 1976, Everett C. Carlson was convicted and sentenced to ten years in prison for transporting explosives in the three attacks as was Richard J. Picariello in February 1977, and in March 1977, Edward P. Gullion was also convicted and awaiting sentencing; Joseph Aceto was also responsible for the attacks and pleaded guilty in September 1976 and subsequently became a government witness in the later trials.",1,0,3,Bombing/Explosion,2,Government (General),Essex County courthouse,Fred Hampton Unit of the People's Forces,"The Fred Hampton Unit of the People's Forces was a political group devoted to ending imperialism, racism, capitalism and what they believed to be a facist judicial-prison system in the United States; they attempted to target courthouses that sentenced people to prison.",0,0,6,Explosives,28,Dynamite/TNT,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607010004,1976,7,1,California,San Francisco,37.755363,-122.443352,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),"Residence, South African Consul",New World Liberation Front (NWLF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197607020007,1976,7,2,New Hampshire,Seabrook,42.87568,-70.871914,,1,0,3,Bombing/Explosion,2,Government (General),Post Office,Fred Hampton Unit of the People's Forces,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197607020008,1976,7,2,Massachusetts,Boston,42.358635,-71.056699,,1,0,3,Bombing/Explosion,4,Military,Dorchester Armory (National Guard),Fred Hampton Unit of the People's Forces,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197607020009,1976,7,2,Massachusetts,Boston,42.358635,-71.056699,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Logan Airport,Fred Hampton Unit of the People's Forces,,0,,6,Explosives,16,Unknown Explosive Type,0,1,,,1,,,0,,0,
197607040002,1976,7,4,Massachusetts,Revere,42.40807,-71.013589,"07/04/1976: A bomb exploded at the First National Bank of Boston in the Northgate Shopping Center in Revere, Massachusetts, United States. The United Freedom Front was responsible for the explosion, which occurred after the bomb was thrown from an automobile. The blast caused damage to the front entrance of the bank, blowing out the glass front. It is unknown whether there were any injuries or fatalities in this incident.",1,0,3,Bombing/Explosion,1,Business,bank,United Freedom Front (UFF),"The United Freedom Front believed in a Marxist philosophy and opposed US militarism in Central America, and the group sought to redistribute economic wealth in the U.S. and used bank robberies to finance their goals. Additionally, their efforts were to improve prison life.",0,0,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607120002,1976,7,12,New York,New York City,40.697132,-73.931351,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Ohrbach's department store on 34th Street in New York City in the United States. The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs. FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day. Though FALN claimed they planted twelve devices, only ten were found. It is unknown whether any injuries, fatalities, or damage resulted from this incident.",1,0,3,Bombing/Explosion,1,Business,department store,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607120003,1976,7,12,New York,New York City,40.697132,-73.931351,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Altman's department store on Fifth Avenue in New York City in the United States. The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs. FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day. Though FALN claimed they planted twelve devices, only ten were found.",1,0,3,Bombing/Explosion,1,Business,department store,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607120004,1976,7,12,New York,New York City,40.697132,-73.931351,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Lord & Taylor's department store on Fifth Avenue in New York City in the United States. The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs. FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day. Though FALN claimed they planted twelve devices, only ten were found.",1,0,3,Bombing/Explosion,1,Business,department store,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607120005,1976,7,12,New York,New York City,40.697132,-73.931351,"07/12/1976: Police discovered two incendiary devices hidden in cigarette packs in Gimbel's department store on 33rd Street in New York City in the United States. The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs. The Armed Forces for National Liberation (FALN) claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day. Though FALN claimed they planted twelve devices, only ten were found.",1,0,3,Bombing/Explosion,1,Business,department store,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607120006,1976,7,12,New York,New York City,40.697132,-73.931351,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off an incendiary device hidden in a cigarette pack in Macy's department store on 34th Street in New York City in the United States. The device was made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack. FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. This was one in a series of ten department store bombings in New York on this day. Though FALN claimed they planted twelve devices, only ten were found.",1,0,3,Bombing/Explosion,1,Business,department store,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607120007,1976,7,12,New York,New York City,40.697132,-73.931351,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off an incendiary device hidden in a cigarette pack in Korvettes department store on 34th Street in New York City in the United States. The device was made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack. FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. This was one in a series of ten department store bombings in New York on this day. Though FALN claimed they planted twelve devices, only ten were found.",1,0,3,Bombing/Explosion,1,Business,department store,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197607240003,1976,7,24,New York,New York City,40.697132,-73.931351,,0,0,3,Bombing/Explosion,1,Business,Theatre,Omega-7,,0,,6,Explosives,31,Pipe Bomb,0,0,,,1,,,0,,0,
197607260002,1976,7,26,New York,New York City,40.697132,-73.931351,,0,0,1,Assassination,2,Government (General),"Bulcent Ecevit, Prime Minister",Cypriot,,0,,5,Firearms,3,Handgun,0,0,,,0,,,0,,0,
197608130001,1976,8,13,District of Columbia,Washington,38.908642,-77.015381,,1,0,1,Assassination,7,Government (Diplomatic),Automobile of Indian Diplomat,Unknown,,0,,13,Unknown,,,0,0,0,0,1,,,0,,0,
197608190003,1976,8,19,District of Columbia,Washington,38.908642,-77.015381,,1,0,1,Assassination,7,Government (Diplomatic),Home of Indian Embassy Official,Unknown,,0,,13,Unknown,,,0,0,0,0,1,,,0,,0,
